"","id","date","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","grade","sqft_above","yr_built","yr_renovated","zipcode","lat","long","sqft_living15","sqft_lot15"
"3294",3293,20140519,1405000,4,3.5,3410,10769,2,0,0,3,10,3410,2008,0,98004,47.6081,-122.198,2650,10058
"3295",3294,20150220,369900,4,2.5,2820,33750,2,0,0,4,9,2820,1984,0,98072,47.7387,-122.096,2510,36180
"3296",3295,20140627,641000,4,2.5,2770,63118,2,0,0,3,9,2770,1997,0,98014,47.6622,-121.961,2770,44224
"3297",3296,20150318,403000,3,1,1400,6879,1,0,0,3,7,1400,1951,0,98155,47.7508,-122.286,1950,7400
"3298",3297,20140703,1015000,3,3.25,3620,4000,2,0,0,3,10,2730,2005,0,98199,47.6393,-122.403,1910,5000
"3299",3298,20140922,865000,4,2.5,2260,13600,1,0,0,4,8,1770,1974,0,98040,47.5436,-122.233,2630,13995
"3300",3299,20141016,810000,4,1,2150,3588,2,0,3,4,8,1850,1926,0,98126,47.5767,-122.378,1950,3588
"3301",3300,20140820,652500,4,2.25,2220,130244,2,0,0,3,8,2220,1989,0,98027,47.4989,-121.9,2680,130680
"3302",3301,20150204,360000,6,2.75,2850,15240,1,0,0,3,7,1850,1962,0,98106,47.5288,-122.345,2090,7620
"3303",3302,20150416,208000,2,1,700,5100,1,0,0,4,5,700,1953,0,98056,47.4957,-122.168,970,5811
"3304",3303,20150210,898000,4,2.5,3700,63991,2,0,0,3,10,3700,1992,0,98077,47.7319,-122.051,3210,47215
"3305",3304,20150227,295000,4,1.75,1400,11934,1,0,0,3,7,1050,1961,0,98028,47.7346,-122.244,2080,10400
"3306",3305,20150504,280000,3,1,1020,8400,1,0,0,4,7,1020,1957,0,98056,47.4905,-122.18,1690,8030
"3307",3306,20150410,397500,3,2.5,1860,44093,1,0,0,3,7,1860,1978,0,98055,47.4381,-122.188,1900,6130
"3308",3307,20140716,475000,2,1.75,1710,8645,1,0,0,4,7,1510,1923,0,98115,47.7005,-122.313,1280,5366
"3309",3308,20141002,125000,1,1,500,7440,1,0,0,1,5,500,1928,0,98106,47.5252,-122.362,1350,7440
"3310",3309,20140821,238000,3,1,1470,32670,1,0,0,3,7,1020,1958,0,98042,47.3811,-122.144,2640,24100
"3311",3310,20140820,296000,4,1.5,1370,9750,1,0,0,3,7,1070,1953,0,98168,47.4718,-122.323,1540,9789
"3312",3311,20150223,390000,3,2.25,1650,6250,1.5,0,0,3,7,1650,1910,0,98116,47.5639,-122.4,2060,6250
"3313",3312,20141119,425000,3,1,1180,3750,1,0,0,3,6,1030,1940,0,98116,47.5726,-122.382,1280,3750
"3314",3313,20140626,725000,6,3,3110,5000,1.5,0,0,5,7,1810,1921,0,98103,47.6631,-122.348,1600,4000
"3315",3314,20140702,605000,3,2.25,2080,12134,1,0,0,4,8,1530,1973,0,98052,47.6315,-122.102,2320,12400
"3316",3315,20141105,302000,3,1,1600,1950,2,0,0,2,7,1600,1906,0,98122,47.6028,-122.312,1310,1138
"3317",3316,20150318,886000,3,2.25,2380,6000,2,0,0,5,9,1650,1931,0,98199,47.6472,-122.393,2000,6000
"3318",3317,20140814,540000,4,1.75,1630,6120,1,0,0,5,7,980,1918,0,98115,47.6821,-122.31,1630,4080
"3319",3318,20150414,435000,4,2.25,1910,8400,2,0,0,3,7,1910,1975,0,98072,47.7352,-122.175,1910,8400
"3320",3319,20141010,409000,4,3.25,3140,10752,2,0,0,3,7,2300,1992,0,98146,47.5022,-122.363,1300,9920
"3321",3320,20150106,405000,3,1,1250,7280,1,0,0,3,7,1250,1975,0,98052,47.6986,-122.129,1690,7280
"3322",3321,20140611,560200,3,2.5,1990,3984,2,0,0,3,8,1990,2004,0,98075,47.5914,-122.017,2320,3984
"3323",3322,20140623,324000,4,1.75,2110,7208,1,0,0,3,8,1170,1975,0,98058,47.4464,-122.129,1820,7208
"3324",3323,20140519,390000,4,2.5,2490,8290,2,0,0,3,9,2490,1999,0,98092,47.3305,-122.171,2690,7008
"3325",3324,20150407,414000,2,1,800,5000,1,0,0,3,6,800,1938,0,98055,47.4914,-122.204,1220,5000
"3326",3325,20140903,441500,3,2.5,2360,4670,2,0,0,3,7,2360,1998,0,98065,47.537,-121.871,2420,5620
"3327",3326,20150309,375000,3,2.5,1770,5146,2,0,0,3,7,1770,1992,0,98106,47.5263,-122.356,1230,5160
"3328",3327,20141007,540000,5,1.5,1940,10202,1.5,0,0,4,7,1940,1940,0,98125,47.7213,-122.31,1900,8000
"3329",3328,20140606,1035000,4,3.25,3450,11240,2,0,3,4,10,2430,1960,2001,98166,47.4556,-122.372,2412,19499
"3330",3329,20150325,1345000,4,3.25,3440,4920,2,0,4,3,10,2520,2014,0,98116,47.5727,-122.409,2350,5166
"3331",3330,20140507,758000,4,2.75,2410,9549,1,0,0,4,7,1780,1956,0,98033,47.6503,-122.197,2090,9549
"3332",3331,20140527,949880,4,2.25,2290,10687,2,0,0,3,9,2290,1978,0,98004,47.5878,-122.202,2290,10300
"3333",3332,20150507,570000,3,1,1030,4089,1.5,0,0,3,7,1030,1927,0,98116,47.574,-122.385,1440,4917
"3334",3333,20140626,670000,3,1.5,1490,4400,1.5,0,0,4,7,1490,1906,0,98122,47.6113,-122.292,1560,4400
"3335",3334,20141022,650000,4,2,1930,3976,1.5,0,0,4,8,1930,1914,0,98122,47.6117,-122.297,1470,4080
"3336",3335,20150313,610000,4,2.25,2240,45738,2,0,0,3,7,2240,1988,0,98053,47.687,-122.047,3180,45738
"3337",3336,20140519,413500,2,1,770,4000,1,0,0,5,5,770,1924,0,98117,47.6959,-122.364,1420,5040
"3338",3337,20141210,828200,4,2.75,3400,7081,2,0,0,3,9,3400,2001,0,98006,47.5661,-122.123,3060,7081
"3339",3338,20141202,465000,3,2.5,1450,5175,1,0,0,3,8,1030,1995,0,98133,47.7082,-122.338,1740,9250
"3340",3339,20150311,556000,4,2.5,2240,5402,2,0,0,3,8,2240,2005,0,98133,47.772,-122.35,2240,7560
"3341",3340,20140608,540000,4,2.5,1780,4169,2,0,0,3,8,1780,1994,0,98029,47.5695,-122.006,1830,4164
"3342",3341,20140729,423000,4,2.5,2320,4254,2,0,0,3,8,2320,2004,0,98059,47.48,-122.137,2330,4602
"3343",3342,20141209,173250,3,1,990,12696,1.5,0,0,3,7,990,1936,0,98168,47.4776,-122.279,1260,8937
"3344",3343,20150205,599900,3,1.5,2605,12030,1,0,0,3,8,1355,2003,0,98019,47.7725,-121.899,1590,15242
"3345",3344,20140618,646000,5,2.75,2870,4461,1,0,0,3,7,1650,1976,0,98107,47.675,-122.39,1890,4196
"3346",3345,20140610,558000,4,2,2180,3870,1,0,0,3,7,1020,1900,0,98122,47.6089,-122.303,1520,2580
"3347",3346,20141110,354000,2,1,850,5225,1,0,0,3,7,850,1949,0,98126,47.5311,-122.38,1230,5225
"3348",3347,20150108,1195000,4,4,4050,9517,2,0,0,3,11,3360,1990,0,98040,47.5769,-122.215,3330,9436
"3349",3348,20150331,670000,4,2,2250,4200,1.5,0,0,3,7,1650,1909,0,98122,47.6136,-122.297,1200,3360
"3350",3349,20141006,1125000,6,4.25,3100,9378,3,0,2,3,11,3100,1978,0,98112,47.6381,-122.314,3270,6334
"3351",3350,20150414,430000,4,1.75,2070,9120,1,0,0,4,7,1250,1958,0,98008,47.6045,-122.123,1650,8400
"3352",3351,20150313,775000,5,1,1860,3040,1.5,0,0,3,7,1530,1921,0,98103,47.6559,-122.339,1910,3600
"3353",3352,20150122,333000,3,1,950,5214,1,0,0,3,7,830,1944,0,98126,47.5362,-122.379,1490,7636
"3354",3353,20150109,323000,2,1,880,1712,2,0,0,4,7,880,1945,0,98199,47.6475,-122.397,1360,1748
"3355",3354,20140715,575000,4,2.5,2550,56628,2,0,0,3,9,2550,2001,0,98027,47.4913,-122.081,1870,56628
"3356",3355,20140522,6e+05,3,1.75,1650,5100,1,0,0,5,7,1040,1908,0,98115,47.6873,-122.321,1540,5100
"3357",3356,20150420,412000,4,3,2430,7242,2,0,0,3,8,2430,2003,0,98038,47.3533,-122.015,2430,7242
"3358",3357,20150325,3e+05,4,2.5,2890,17349,2,0,0,3,8,2890,1994,0,98023,47.2822,-122.34,2330,22356
"3359",3358,20141112,750000,7,2.75,3410,4056,1.5,0,0,4,8,2130,1906,0,98102,47.6454,-122.316,2510,4056
"3360",3359,20140710,8e+05,3,2.75,2220,4000,2,0,0,3,8,1700,1914,2000,98122,47.617,-122.291,1800,4000
"3361",3360,20150317,420000,3,1,1060,6000,1,0,0,3,8,1060,1954,0,98118,47.5427,-122.275,1240,7874
"3362",3361,20141021,499000,4,2.5,2680,10590,2,0,0,3,8,2680,2004,0,98019,47.7377,-121.97,2330,5566
"3363",3362,20140623,495000,3,2,2950,12196,2,0,0,4,7,2310,1918,0,98166,47.4702,-122.365,2320,19844
"3364",3363,20150330,630000,2,1.75,1260,5300,1,0,0,4,7,840,1951,0,98103,47.6809,-122.348,1280,3000
"3365",3364,20140804,424000,3,1.75,1430,6818,1,0,0,5,7,1430,1972,0,98034,47.7271,-122.196,1480,7210
"3366",3365,20140604,760000,4,2.5,2730,36183,2,0,0,3,9,2730,1986,0,98052,47.7036,-122.127,2710,5964
"3367",3366,20140819,650000,4,3.5,3270,15704,2,0,0,3,9,2110,1990,0,98074,47.6256,-122.042,3020,8582
"3368",3367,20140507,248500,4,1.75,1720,10018,1,0,0,5,7,1720,1960,0,98042,47.3614,-122.119,1220,10018
"3369",3368,20140721,538000,4,2.5,3260,10032,1,0,0,3,8,1960,1978,0,98125,47.7203,-122.323,1802,7249
"3370",3369,20140616,530000,4,2.5,2050,6360,2,0,0,3,8,2050,1988,0,98029,47.5641,-122.011,2070,7541
"3371",3370,20150120,545000,4,2.25,2050,9720,2,0,0,3,8,2050,1967,0,98008,47.5911,-122.119,2310,9680
"3372",3371,20140624,925000,4,3,3580,35261,1.5,0,0,3,10,3580,1985,0,98072,47.7577,-122.134,3540,36750
"3373",3372,20140609,502000,3,1.75,1300,8800,1,0,0,4,8,1300,1963,0,98008,47.6199,-122.116,1350,8800
"3374",3373,20141103,425000,3,2.25,1260,3000,2,0,0,3,7,1260,2003,0,98029,47.5454,-121.997,1630,3042
"3375",3374,20140623,233500,3,2.25,1650,2958,2,0,0,3,7,1650,1985,0,98031,47.3916,-122.167,1510,3788
"3376",3375,20150323,287000,3,2.5,1710,10341,2,0,2,3,7,1710,1986,0,98030,47.3494,-122.171,1830,9358
"3377",3376,20150213,190000,3,1,1180,8775,1,0,0,3,7,1180,1966,0,98002,47.2848,-122.223,1300,8100
"3378",3377,20141201,330000,2,1,950,3090,1,0,0,4,6,950,1909,0,98118,47.551,-122.276,1230,4120
"3379",3378,20140909,393000,3,2.25,2140,10256,2,0,0,3,8,2140,1987,0,98038,47.3751,-122.044,2040,11717
"3380",3379,20140924,353000,4,2.75,1920,4627,1,0,0,3,8,1010,1998,0,98178,47.5003,-122.23,1910,7210
"3381",3380,20141215,680000,3,2.5,2060,2551,2,0,0,3,8,1900,2001,0,98005,47.5881,-122.165,2060,2936
"3382",3381,20140715,921000,3,2.25,2380,11200,1,0,0,4,8,2380,1963,0,98004,47.5873,-122.193,2010,11200
"3383",3382,20150422,280000,3,1,1160,10881,1,0,0,2,7,920,1983,0,98074,47.6339,-122.033,1280,10843
"3384",3383,20150121,219000,3,1.5,1740,5200,1,0,0,4,7,1060,1977,0,98042,47.3657,-122.094,1540,5200
"3385",3384,20140527,405000,3,1.75,1980,8100,1,0,0,4,7,1310,1949,0,98133,47.7353,-122.331,1450,8212
"3386",3385,20150507,934550,4,3.25,2320,5900,1.5,0,2,4,9,2320,1910,0,98144,47.597,-122.292,2320,6240
"3387",3386,20150206,1465000,3,1.5,2480,9900,2,0,3,3,10,2130,1940,0,98177,47.7018,-122.381,2860,9288
"3388",3387,20140603,975000,4,2.25,2290,5350,2,0,0,4,9,2120,1958,0,98199,47.6428,-122.411,2910,5350
"3389",3388,20140505,800866,5,2.5,3180,13806,2,0,0,4,10,3180,1990,0,98033,47.652,-122.182,3180,13798
"3390",3389,20140904,624000,4,3,1540,4140,1.5,0,0,5,7,1540,1902,0,98107,47.6728,-122.396,1460,5000
"3391",3390,20140814,1850000,5,2.25,2800,8442,2,1,4,3,9,2800,1963,2001,98075,47.5784,-122.076,3220,9156
"3392",3391,20141204,315000,3,1.75,1480,6800,1,0,0,4,7,1480,1968,0,98055,47.4633,-122.188,1500,7900
"3393",3392,20140820,675000,3,2,1010,5973,1,0,0,5,6,1010,1942,0,98033,47.6652,-122.202,1920,6015
"3394",3393,20141113,490000,3,1.75,1660,8208,1,0,0,4,8,1660,1965,0,98005,47.5919,-122.154,2210,11000
"3395",3394,20150211,6e+05,5,2.25,2760,6350,1,0,0,3,7,1380,1958,0,98126,47.5561,-122.379,2060,6342
"3396",3395,20140909,154000,2,1,1040,20524,1,0,3,3,6,1040,1949,1989,98014,47.6981,-121.875,1880,38996
"3397",3396,20150213,196900,3,1,1270,7500,1,0,0,3,6,1270,1954,0,98198,47.4214,-122.316,1250,8000
"3398",3397,20140826,735000,3,3.25,2960,39370,2,0,0,3,10,2960,1989,0,98011,47.7452,-122.202,2960,56628
"3399",3398,20150227,205500,3,2,1330,8748,1,0,0,3,7,1330,1986,0,98003,47.2619,-122.298,1510,8584
"3400",3399,20140616,357186,2,1.75,1210,1040,2,0,0,3,8,1210,2014,0,98029,47.5519,-121.999,1210,1090
"3401",3400,20150128,275000,4,2.5,2120,6754,2,0,0,3,7,2120,1998,0,98030,47.3629,-122.184,2120,6937
"3402",3401,20140906,248500,3,1.75,2090,12026,1,0,0,4,7,2090,1948,0,98002,47.3095,-122.217,1700,9496
"3403",3402,20140602,350000,3,2.5,2680,7836,2,0,0,3,8,2680,1990,2009,98092,47.3203,-122.185,2340,8040
"3404",3403,20140715,390000,3,2.75,1950,12240,1,0,0,3,7,1250,1956,0,98028,47.7401,-122.258,1880,12000
"3405",3404,20150413,660000,5,2.25,3740,14913,1.5,0,0,4,9,3740,1979,0,98074,47.6234,-122.059,2180,7600
"3406",3405,20141117,310000,3,1.75,1140,8263,1,0,0,5,7,1140,1950,0,98155,47.7407,-122.327,1140,6770
"3407",3406,20140612,717000,3,2.5,2480,5137,2,0,0,3,9,2480,2000,0,98052,47.684,-122.164,2480,6023
"3408",3407,20150430,745000,3,2,2290,5001,1,0,0,4,7,1490,1960,0,98103,47.6909,-122.339,1230,5001
"3409",3408,20150505,429000,3,2.5,2530,8820,2,0,0,3,8,2530,1997,0,98031,47.42,-122.205,2340,9472
"3410",3409,20140714,716100,3,1,1640,4000,1.5,0,0,5,7,1640,1909,0,98103,47.6563,-122.351,2140,4000
"3411",3410,20140911,371000,4,1,1960,94525,1.5,0,0,3,6,1960,1979,0,98027,47.5418,-121.962,2430,188564
"3412",3411,20140724,379000,5,2.75,3000,25175,1,0,0,4,7,1500,1961,0,98027,47.497,-122.088,2170,40523
"3413",3412,20150427,616000,3,3.25,2130,2306,2,0,1,5,7,1420,1924,0,98136,47.5424,-122.391,1560,4500
"3414",3413,20140514,538000,3,1.75,1400,3825,1.5,0,0,4,6,1100,1904,0,98117,47.6793,-122.393,1720,5100
"3415",3414,20150507,605000,3,2.75,3230,9576,1.5,0,0,4,8,3230,1966,0,98034,47.7307,-122.183,2820,9576
"3416",3415,20141103,369950,3,1,1110,7603,1,0,0,3,7,1110,1967,0,98034,47.7262,-122.224,1260,8094
"3417",3416,20150414,310000,3,2.5,1670,4220,2,0,0,3,7,1670,2002,0,98038,47.3834,-122.028,1670,4238
"3418",3417,20150428,227500,3,1,1540,9450,1,0,0,4,7,1540,1960,0,98198,47.3612,-122.315,1210,9450
"3419",3418,20141121,274000,4,2.25,2090,7400,1,0,0,3,9,1670,1973,0,98023,47.3178,-122.38,2260,8000
"3420",3419,20140911,650000,4,2.25,1910,5120,1,0,0,3,8,1300,1954,0,98199,47.6534,-122.409,1810,5153
"3421",3420,20150505,353000,3,2,1678,13862,1,0,0,3,7,1678,1994,0,98030,47.3744,-122.19,1550,11753
"3422",3421,20150512,6e+05,2,1.75,2080,13054,1,0,1,3,7,2080,1951,0,98155,47.7435,-122.292,2440,13054
"3423",3422,20150218,437500,3,2.25,1790,7700,1,0,0,4,7,1340,1976,0,98034,47.7205,-122.168,1610,7350
"3424",3423,20140906,255000,2,1,940,9330,1,0,0,3,6,940,1941,0,98118,47.5445,-122.273,1900,6145
"3425",3424,20140613,370000,2,1,900,4600,1,0,0,3,6,900,1951,0,98117,47.6918,-122.361,1060,4600
"3426",3425,20140904,285000,3,1,1440,4268,1,0,0,3,7,1040,1953,0,98108,47.5468,-122.293,1370,4268
"3427",3426,20140702,895000,4,2.25,1950,5950,1,0,0,3,8,1330,1947,0,98109,47.639,-122.347,2600,5593
"3428",3427,20140822,375000,3,1.5,1240,7733,1,0,0,3,6,790,1941,0,98125,47.714,-122.283,1130,7733
"3429",3428,20150427,349000,4,2.5,1830,4694,2,0,0,3,7,1830,2003,0,98038,47.3573,-122.016,1830,5175
"3430",3429,20150406,650500,3,1.75,1740,4400,1.5,0,0,3,8,1740,1903,0,98122,47.6115,-122.292,1740,4400
"3431",3430,20150428,760000,3,1.75,1410,15120,1,0,0,4,7,1410,1950,0,98004,47.5974,-122.195,1880,15120
"3432",3431,20140513,415000,3,1.75,1960,5000,1,0,0,5,6,980,1911,0,98108,47.5576,-122.317,1790,5000
"3433",3432,20140731,318000,5,2.5,2820,9956,1,0,0,4,7,1410,1967,0,98168,47.4715,-122.33,2700,9956
"3434",3433,20141030,339950,2,1,800,3090,1,0,0,4,6,800,1925,0,98118,47.5518,-122.277,1400,3090
"3435",3434,20141124,215000,3,1,1260,7897,1,0,0,3,7,1260,1979,0,98022,47.1946,-122.003,1560,8285
"3436",3435,20140818,339900,3,2.5,2420,7423,2,0,0,3,8,2420,1990,0,98092,47.3199,-122.186,2260,7629
"3437",3436,20140519,285000,1,1.5,810,3211,2,0,0,4,7,810,1982,0,98033,47.6939,-122.184,1320,3298
"3438",3437,20140716,550000,3,1,1600,5000,1.5,0,0,3,7,1110,1947,0,98107,47.655,-122.358,1380,5000
"3439",3438,20141202,219000,3,1,970,7790,1,0,0,3,6,970,1967,0,98003,47.3165,-122.325,1150,8160
"3440",3439,20140721,233000,3,2,1350,7686,1,0,0,3,7,1350,1989,0,98038,47.3609,-122.053,1470,7686
"3441",3440,20150402,248000,3,1.75,1840,19501,1,0,0,4,8,1270,1972,0,98003,47.3364,-122.318,1910,12000
"3442",3441,20150422,454000,5,2.25,2550,9200,1,0,0,4,8,1580,1975,0,98166,47.4673,-122.363,2090,9200
"3443",3442,20150331,950000,4,2.5,1700,4418,2,0,0,3,8,1700,1931,2000,98112,47.6434,-122.3,2090,4174
"3444",3443,20140915,359000,3,2.5,2430,7857,2,0,0,5,8,1730,1980,0,98055,47.4546,-122.211,2160,8740
"3445",3444,20140903,407500,5,2,2740,8230,1.5,0,0,3,7,2210,1962,0,98155,47.7352,-122.297,2130,8232
"3446",3445,20140528,224000,3,1.5,1560,7300,1,0,0,4,7,1040,1964,0,98001,47.3427,-122.281,1460,7910
"3447",3446,20140718,210000,2,1,1040,4590,1,0,0,3,7,1040,1954,0,98146,47.5078,-122.337,1040,6120
"3448",3447,20150123,261000,4,1.75,1820,9824,1,0,0,5,7,1820,1968,0,98042,47.3833,-122.093,1410,11013
"3449",3448,20150203,440000,3,2.5,2160,3738,2,0,0,3,8,2160,1994,0,98126,47.5661,-122.375,1500,4000
"3450",3449,20150331,428000,2,2.5,1414,1960,2,0,0,3,8,1414,1986,0,98006,47.5423,-122.189,1414,2511
"3451",3450,20141118,988830,5,3.25,4115,7910,2,0,0,3,9,4115,2014,0,98053,47.6847,-122.016,3950,6765
"3452",3451,20141004,199950,3,1.75,1550,6225,1,0,0,4,7,1550,1949,0,98002,47.3098,-122.218,1760,9496
"3453",3452,20140908,285000,3,1.75,1160,7006,1,0,0,4,7,1160,1992,0,98022,47.1937,-121.98,1670,7750
"3454",3453,20150102,147500,3,1.5,1230,10125,1,0,0,3,7,1230,1960,0,98198,47.397,-122.299,1970,10125
"3455",3454,20141107,320000,4,2.5,2190,7125,2,0,0,5,8,2190,1978,0,98032,47.3709,-122.285,2190,8075
"3456",3455,20140701,382500,3,1.75,1040,9000,1,0,0,4,7,1040,1967,0,98027,47.5253,-122.043,1750,10878
"3457",3456,20150324,2048000,5,4,4690,8208,2,0,0,3,9,3040,1926,0,98112,47.6321,-122.304,3300,8001
"3458",3457,20140814,596000,4,2.25,2270,10000,1,0,0,5,8,1720,1974,0,98006,47.5599,-122.142,2270,10148
"3459",3458,20141111,220000,4,2.25,1950,7280,2,0,0,4,8,1950,1979,0,98023,47.2957,-122.37,1910,7280
"3460",3459,20140925,325000,3,2.5,1880,6818,2,0,0,3,8,1880,1993,0,98031,47.4206,-122.183,1970,7000
"3461",3460,20150326,679950,4,2.5,2850,5664,2,0,0,3,9,2850,2001,0,98075,47.5835,-121.996,2850,5475
"3462",3461,20150218,175000,2,1,1160,6911,1,0,0,3,7,1160,1947,0,98125,47.7149,-122.318,1120,6948
"3463",3462,20141201,268000,3,1.75,1370,10050,1,0,1,4,7,1370,1966,0,98023,47.3338,-122.341,1720,10050
"3464",3463,20140919,715000,4,3.5,3260,110579,2,0,0,3,10,3260,1997,0,98053,47.6436,-121.997,3470,97895
"3465",3464,20150304,950000,5,2.5,3450,35880,2,0,0,3,11,3450,1992,0,98052,47.7173,-122.099,3450,26820
"3466",3465,20140610,475000,2,1.75,1490,224334,1,0,2,3,8,1490,1983,0,98092,47.2645,-122.163,2350,213879
"3467",3466,20150402,7e+05,3,1.5,1460,78408,1,0,0,4,7,1460,1963,0,98075,47.59,-122.058,3320,7787
"3468",3467,20140827,275000,3,1.75,1300,20700,1,0,0,3,7,1300,1962,0,98024,47.5587,-121.904,1930,37638
"3469",3468,20150422,593450,4,2.25,2130,7172,2,0,0,4,8,2130,1964,0,98008,47.6271,-122.112,1910,7653
"3470",3469,20140709,498800,2,1.75,1350,4614,1,0,0,3,8,1350,2008,0,98053,47.7091,-122.015,1680,4775
"3471",3470,20141208,849000,5,3.25,2450,6534,2,0,0,3,8,1770,1951,2014,98115,47.688,-122.281,1620,6534
"3472",3471,20141229,1151250,4,2.5,1940,4875,2,0,0,4,9,1940,1925,0,98112,47.6427,-122.304,1790,4875
"3473",3472,20140715,825000,5,2.5,2890,5110,2,0,2,3,9,2890,2003,0,98029,47.5453,-121.995,3010,5110
"3474",3473,20150224,265000,3,1.75,1680,9769,1,0,0,3,8,1340,1989,0,98058,47.4631,-122.126,1730,9686
"3475",3474,20141223,285000,4,2.25,1960,10400,1,0,0,4,8,1220,1985,0,98023,47.3199,-122.392,1650,8660
"3476",3475,20141231,240000,3,1.75,1590,7931,1,0,0,3,7,1190,1979,0,98038,47.3628,-122.05,1680,7931
"3477",3476,20140721,261000,4,1,1390,17739,1,0,0,3,7,1390,1958,0,98003,47.3457,-122.302,1230,7840
"3478",3477,20140627,330000,4,1.75,2440,7350,1,0,0,3,8,1610,1978,0,98032,47.3743,-122.285,2180,7680
"3479",3478,20140602,250000,4,2,1850,7560,1,0,0,4,7,1540,1978,0,98032,47.3666,-122.277,1620,7658
"3480",3479,20150223,325000,4,2.25,2460,7620,1,0,0,3,7,1230,1969,0,98106,47.5285,-122.345,2090,7620
"3481",3480,20150424,255000,1,1,810,5000,1,0,1,3,7,590,1936,0,98106,47.5696,-122.36,1920,5000
"3482",3481,20150320,562200,3,1.5,1900,5250,1,0,0,4,7,1500,1943,0,98117,47.6991,-122.392,1810,5250
"3483",3482,20140820,952000,2,1.75,3490,88909,1,0,3,3,10,2320,1980,0,98006,47.5462,-122.112,3490,40185
"3484",3483,20150316,332900,3,1.5,1190,11996,1,0,0,4,7,1190,1969,0,98077,47.7561,-122.071,1190,9756
"3485",3484,20150423,721000,3,2.25,2040,18360,2,0,0,4,8,2040,1983,0,98052,47.6976,-122.137,2590,21315
"3486",3485,20150421,487275,4,2.5,2400,3986,2,0,0,3,8,2400,1999,0,98065,47.5344,-121.877,2070,3986
"3487",3486,20150429,310000,3,2.5,1670,5791,2,0,0,3,7,1670,1995,0,98055,47.4424,-122.188,1610,6034
"3488",3487,20150115,245000,2,1,990,4800,1,0,0,3,6,990,1908,0,98118,47.5615,-122.28,1700,5400
"3489",3488,20141112,550000,3,1.75,1840,9401,1,0,0,3,8,1840,1971,0,98075,47.5847,-122.075,2850,14323
"3490",3489,20140512,350000,2,1,910,4500,1.5,0,0,4,7,910,1906,0,98118,47.5633,-122.289,1270,3500
"3491",3490,20140714,599000,5,2.5,2950,72309,2,0,0,3,8,2950,2006,0,98058,47.4186,-122.079,1480,56192
"3492",3491,20141112,259950,3,1.5,1240,9500,1,0,0,4,7,1240,1955,0,98166,47.4756,-122.35,1845,10125
"3493",3492,20150211,186000,3,1,1200,10080,1,0,0,4,7,1200,1969,0,98042,47.3261,-122.135,1230,9800
"3494",3493,20150204,395000,3,1.5,1280,15028,1,0,0,3,7,1280,1982,0,98074,47.6304,-122.035,1470,13698
"3495",3494,20140804,815000,5,3.5,3500,10794,2,0,0,3,10,3500,1996,0,98075,47.5887,-121.974,3110,10837
"3496",3495,20141017,419500,3,2.5,1360,3188,2,0,0,3,7,1360,1986,0,98052,47.6831,-122.096,1090,3188
"3497",3496,20140903,298700,3,2.25,2110,7350,1,0,0,3,8,1530,1980,0,98023,47.3088,-122.341,2640,7777
"3498",3497,20141230,455000,4,2,2380,4500,1.5,0,0,3,6,1470,1926,2014,98118,47.5652,-122.281,1300,4500
"3499",3498,20141001,620000,4,4,2850,2970,2,0,0,3,8,2120,1999,0,98029,47.547,-122.01,2380,3559
"3500",3499,20150422,499900,4,2.25,2360,7650,1,0,0,3,8,1640,1963,0,98155,47.75,-122.292,2320,11060
"3501",3500,20150206,620000,5,3,2540,11422,1,0,0,3,8,1270,1962,2014,98006,47.5459,-122.176,2090,10741
"3502",3501,20141108,450000,3,1.75,1160,6120,1,0,0,3,7,1040,1941,0,98115,47.6926,-122.287,1530,6120
"3503",3502,20150220,690000,4,3.5,2710,2147,2,0,0,3,10,2220,2007,0,98029,47.5468,-121.994,2650,2252
"3504",3503,20141107,245000,3,1,1010,9678,1,0,0,5,7,1010,1955,0,98188,47.4396,-122.285,1010,9375
"3505",3504,20140807,369000,4,2.75,2420,6495,2,0,0,3,8,2420,2005,0,98038,47.3771,-122.029,2420,6200
"3506",3505,20150422,220650,2,1.75,1460,10500,1,0,0,3,7,1460,1980,0,98045,47.4461,-121.768,1340,9600
"3507",3506,20140616,3e+05,5,3,1940,6355,1,0,0,3,8,1200,2007,0,98168,47.498,-122.322,1940,5033
"3508",3507,20140912,970000,4,3.5,3780,20023,2,0,2,3,10,3780,2001,0,98029,47.5491,-122.006,2150,3675
"3509",3508,20150423,268000,4,1.5,1730,7020,1.5,0,0,4,5,1730,1953,0,98056,47.4939,-122.167,1110,7020
"3510",3509,20141202,440000,4,1.5,1690,3245,1.5,0,0,3,8,1690,1929,0,98126,47.5445,-122.375,1380,1590
"3511",3510,20140514,1400000,3,2.5,2550,7200,2,0,2,3,10,2550,1981,2013,98144,47.5996,-122.288,2030,3500
"3512",3511,20150127,359000,4,2.25,2710,22860,1,0,0,4,7,1850,1962,0,98001,47.3207,-122.266,1700,22860
"3513",3512,20140529,266500,4,1.75,1880,7632,1,0,0,4,7,1180,1978,0,98023,47.3068,-122.372,1840,8528
"3514",3513,20150127,625000,2,1.5,1110,118047,1,0,0,3,7,1110,1961,0,98072,47.7467,-122.128,2970,43500
"3515",3514,20150312,650000,4,2.25,2440,9320,1,0,0,4,7,1880,1957,0,98007,47.5933,-122.135,1530,9335
